bpuic;y_Coord_Est;x_Coord_Nord
8502385;639710;238766
8594063;594350;210573
8530125;594576;112842
8502761;687331;225896
8515490;722627;222143
8501459;564340;127957
8500777;652350;266053
8572446;652288;267351
8572887;652287;186858
8588803;651983;214868
8581475;651889;176628
8589502;722946;78188
8580928;722935;114540
8572792;640756;218604
8590413;640698;246686
8590055;598357;197982
8583046;598394;200098
8580604;651469;176648
8578724;651466;242165
8517419;641395;221186
8519363;599384;198953
8519364;599408;198938
8500207;607884;228143
8589993;599825;198426
8507012;599259;199684
8590013;598727;198789
8588990;600208;200062
8571387;600164;205822
8590115;600178;198858
8590004;600256;201648
8503870;701315;210048
8530405;701307;207918
8577050;701307;220234
8580139;701230;148821
8503175;701203;234463
8583223;701197;223002
8579896;599935;199442
8519406;600693;199574
8590022;600100;198100
8519369;599893;199414
8506212;736648;260033
8508052;600880;202408
8516765;600017;200271
8515364;551191;138179
8500321;641741;266248
8590113;601073;199441
8574732;762062;146715
8571390;601216;205624
8502758;682849;233225
8591326;682859;249518
8591286;682861;243030
8507061;601910;198899
8508075;601239;200866
8519362;602331;200590
8508071;604182;207510
8571436;596329;198780
8590129;601960;201725
8590019;602361;199141
8576990;601935;200947
8505694;604372;123320
8570946;604712;123629
8581330;605196;210972
8593308;605505;183946
8595454;651343;248145
8577326;651313;223542
8581469;651179;224520
8531193;651166;185716
8579700;651142;201870
8573000;651137;230734
8519543;608840;261991
8503207;696123;229379
8501112;533438;173578
8515449;674599;279500
8577333;651127;219734
8582123;692426;264797
8595329;701192;233666
8506887;701187;272536
8589984;609180;262259
8589983;609220;262471
8572854;644350;206519
8500796;644592;254170
8576314;611793;153315
8502892;651032;234624
8515166;645863;261197
8578201;608721;262505
8508499;687366;203721
8572959;687370;203667
8572995;650864;225369
8576233;701140;264860
8588479;613756;177717
8588166;613824;178393
8591924;613826;176335
8591912;614006;177228
8587876;614008;176002
8582564;650083;225251
8577134;670119;229352
8516169;614702;177336
8507053;605947;197949
8505374;722590;87514
8508062;606087;216108
8515442;696699;289150
8577296;650070;216088
8502998;650036;224572
8583706;650005;223528
8577057;649854;202779
8580697;718162;103041
8582141;749979;187640
8574468;749790;255481
8507997;614922;158700
8588423;615009;158998
8587872;615048;177379
8504731;593911;161356
8576457;605901;204528
8501784;605889;105305
8574326;749754;227065
8574460;749752;256520
8581394;749727;259398
8515419;701899;106650
8595447;749674;165550
8508214;647814;208770
8589450;615866;270433
8573017;749669;186070
8508066;606698;223562
8506019;705954;267295
8519586;615955;270673
8507073;605742;184713
8589444;615690;270222
8571772;617084;217151
8500476;617124;225530
8501991;617185;129961
8594981;758334;190840
8572217;621548;257296
8589399;621834;253143
8500850;622420;255493
8578323;622605;256006
8572344;622844;242214
8572348;623882;246153
8583208;709180;114910
8572347;624581;244586
8571548;625547;221176
8589194;625839;215625
8587154;749642;264213
8588545;627819;128690
8530187;627902;128038
8588474;627925;128118
8507464;628033;129949
8593512;627932;257598
8578260;628063;257232
8578265;628139;258841
8578259;628216;256940
8578261;628233;257557
8593509;628478;257139
8589886;628543;240864
8572715;630092;231306
8572275;630190;263840
8506255;749487;264010
8581398;749486;258115
8571051;631397;125554
8572299;631603;257034
8571081;631649;128665
8577331;652386;220739
8557146;632384;128655
8571050;632544;125253
8576732;647155;178853
8581347;647053;235408
8515515;633388;127202
8516355;714540;77401
8579705;647049;202950
8582757;646773;203256
8503951;687858;294167
8530237;646748;134094
8500983;645678;265633
8570544;581678;198189
8581395;749448;259247
8557031;749419;262809
8572310;634799;252775
8572311;634937;252363
8572426;635052;267593
8572295;635124;259300
8505711;644877;119400
8571192;644876;129917
8505734;644874;130844
8507381;643224;164513
8572881;644764;186231
8580639;667781;260389
8590295;667756;257102
8580687;749411;257329
8500583;643269;261941
8572413;643266;261598
8578306;613256;267211
8576526;643293;166022
8507363;643815;158055
8576535;643402;163235
8572873;643479;198455
8500593;643545;255663
8508679;643737;197790
8594317;644310;164539
8574246;748967;263829
8589574;748954;255954
8574070;748946;251601
8574470;748932;255524
8589649;748926;256496
8508329;644444;178623
8508208;631038;196813
8589992;599792;198765
8530303;571081;106578
8507088;593020;187859
8588547;644997;164163
8594323;645099;163607
8508765;656149;178073
8572975;656141;229179
8557126;645192;178526
8589187;643273;247408
8505733;643241;128931
8589191;643198;247844
8579338;643180;130762
8508350;645800;178400
8501100;514754;169212
8508305;645865;178359
8578488;643150;130725
8582003;642950;128700
8571164;642922;131003
8582873;642914;129299
8509982;748891;172438
8508352;645800;181978
8590158;646079;247739
8594390;646084;250261
8582484;646150;162950
8582476;646168;164390
8590136;646215;248704
8588415;646234;175422
8578990;705527;115009
8578566;642878;130544
8576821;607222;175240
8583394;642837;129935
8515401;657121;249393
8502191;646209;248222
8583393;642642;129922
8589183;642600;246500
8589184;642581;246775
8578761;642550;128750
8572824;642538;211840
8589553;748853;255832
8587232;646696;176557
8573006;657298;219425
8508852;657398;190513
8572535;657515;274265
8572403;646785;267826
8587231;646934;177781
8508772;642471;210093
8516146;615756;157455
8589182;642455;245961
8570922;606874;102949
8578545;642450;129750
8572802;642438;220078
8581343;642427;135101
8589178;642416;244834
8587152;748829;265211
8582000;748827;214029
8531075;648612;167269
8572649;648740;238303
8502592;649034;238047
8580575;649481;265108
8572826;642151;210638
8578541;642139;130481
8583232;642124;219020
8578763;642108;128471
8572827;642099;210069
8502189;649358;246110
8502093;649279;229040
8506368;752249;252421
8508327;659479;190250
8578687;642076;128870
8576616;618831;188634
8577804;576294;184622
8574328;748674;226150
8589563;748668;256181
8574054;748661;244639
8571594;659469;173725
8530626;659488;237325
8508853;659584;192099
8571595;659605;173335
8578767;659623;238702
8589180;642047;245597
8591789;642034;219151
8530801;659585;173717
8508314;661637;194037
8572838;641950;203531
8501754;641950;134348
8578778;641900;128925
8588525;606300;124330
8587167;748633;265367
8504365;600777;226604
8589862;664225;212894
8571600;664226;174204
8589800;664344;211762
8508743;661032;191131
8575027;672259;261770
8507872;605567;178170
8595915;605553;228803
8572165;605551;258461
8508053;601438;203585
8515732;665414;211055
8508321;665719;209700
8578107;605541;228355
8594614;605495;125498
8577016;605427;197416
8574472;748409;255405
8506654;748396;255857
8574069;748349;251358
8589580;748295;256961
8573022;665753;211112
8589813;665777;210912
8589771;665787;210134
8589770;665804;212049
8502899;661740;251639
8578165;605215;265526
8572176;605182;252560
8588587;605159;229460
8518891;666233;210759
8502023;666603;222904
8508456;662184;203475
8508473;689391;198774
8594612;605154;125506
8579478;605152;126014
8579466;605140;128729
8507720;605134;161241
8509726;748269;188077
8589597;748267;256008
8589567;748126;255215
8577097;662593;223507
8589786;666933;213013
8502026;662584;229508
8589806;667131;212406
8589845;667170;210241
8571604;667254;175092
8589795;667519;209527
8577144;667522;209955
8508482;667769;201993
8571631;605012;191950
8574068;748050;251038
8587221;748032;265306
8557122;748024;172451
8589331;611363;269653
8515447;667814;254529
8500146;611205;266100
8502129;667471;254461
8589339;611232;264985
8588775;611213;267498
8519568;611195;266716
8589335;611148;265720
8589850;668812;211909
8508363;668833;198091
8589830;669154;212222
8508859;669203;180845
8508485;669236;210567
8508734;669240;201304
8557089;641638;229309
8516219;663203;253367
8578654;641610;252132
8591700;674754;214044
8582649;641543;244457
8582073;641534;259313
8531267;641527;103544
8582648;641525;244212
8573604;721774;258775
8596008;678157;249773
8593393;663660;223909
8582511;663641;271720
8591215;678225;250251
8573793;702649;222175
8572491;658444;264421
8503324;721599;203000
8588269;604599;194192
8519537;611133;266694
8583833;721597;77660
8580257;702649;262150
8506650;747924;261400
8594354;747607;257394
8502028;663653;214484
8503057;679258;245142
8505068;678683;211925
8591057;679369;249558
8591258;679089;249082
8519531;678768;250163
8591167;679312;249909
8590318;678560;249443
8519512;680469;248338
8519530;679619;250714
8591197;679378;250590
8591070;679392;249191
8591134;679539;248366
8591143;679663;251438
8594352;747546;256665
8589571;747545;254921
8591680;721479;259480
8591663;721479;258194
8574067;747298;250742
8591896;679571;249582
8591203;680114;247879
8591033;680230;249574
8591178;680468;249806
8591138;680097;248585
8591446;679875;250690
8519505;680602;247051
8515763;680109;249307
8591176;679934;250042
8591236;680747;247991
8590369;664499;214701
8591122;680688;251423
8589701;664563;210191
8572543;664528;249108
8579825;747293;243106
8589633;747289;256168
8579823;747166;245445
8594349;747147;255328
8591385;681075;245245
8574065;747117;250064
8581027;747090;188215
8591121;681034;250048
8505042;680851;213626
8591038;680937;248039
8503052;680772;246543
8503008;680734;252784
8591074;680786;249766
8591131;681044;249748
8503050;680998;246503
8587679;681089;269647
8591210;681187;242485
8591346;681217;251810
8591312;681254;250121
8503695;681272;235735
8502984;665229;249356
8503471;703374;284970
8530408;703373;206323
8509055;761836;202053
8509400;761211;243592
8519502;681339;248480
8509401;758651;239436
8591391;681318;249220
8509053;761504;198613
8591135;681426;249602
8503025;681363;248735
8502109;665260;258009
8515393;724196;76635
8501967;503126;140374
8503071;681586;244228
8580797;743773;256395
8591161;681509;251988
8530774;665460;214360
8593200;503045;113360
8583632;703371;217599
8575999;703280;242677
8589625;746825;254808
8506653;746795;255561
8594348;746787;254979
8571556;625075;216903
8503024;681602;246700
8591341;681619;247152
8591417;681515;249969
8503051;681567;246315
8507496;619839;169203
8503020;681433;248821
8594239;681606;249089
8501015;503127;129249
8570239;538511;181508
8516351;665658;208757
8589735;665638;208488
8590395;665635;259465
8589348;610740;268904
8589721;665626;208841
8572541;665577;250268
8572900;665556;197942
8592095;538494;152481
8591979;538458;151843
8571134;623607;129567
8582099;746740;216502
8503745;703499;211675
8573785;703574;212650
8519401;599896;198191
8591366;681919;246034
8515164;681914;248735
8505372;720345;82830
8591934;549780;164328
8502764;681999;234800
8588980;666080;215063
8530003;528854;162731
8587726;539204;197769
8592043;539172;151695
8594031;539171;181195
8592368;577946;182543
8557090;640975;229871
8503047;682328;248397
8519527;682316;247514
8519494;682033;247308
8519493;682010;247295
8581950;640938;265095
8502582;640897;239112
8574030;746398;229347
8576579;614912;181017
8590480;682661;240472
8591322;682356;248472
8591066;682358;249752
8594236;682363;255561
8591219;682440;248088
8591108;682455;251969
8582919;741527;188406
8574239;746385;255019
8574611;746379;180148
8509674;746346;208035
8519526;682530;247528
8589603;746342;255627
8587158;746327;267731
8588106;720234;256935
8519109;682521;247230
8591279;682481;244250
8591381;682368;247526
8591058;682558;246495
8503010;682500;246491
8519532;682485;243688
8591059;682473;246541
8595494;666558;205115
8502087;666637;225886
8591064;682581;247223
8595490;666616;204585
8591293;682580;251649
8508764;666611;162587
8578081;609065;228605
8505948;720233;116360
8591283;682562;246116
8573350;720230;276084
8594382;720229;237045
8591491;720227;81659
8578598;720214;258265
8589925;720201;258799
8515756;660623;265285
8503411;660266;273497
8591082;682608;245088
8500330;659823;273465
8589613;746211;255843
8582459;659758;190193
8579124;578376;132000
8581570;659735;262946
8595972;577920;170870
8571199;640226;101611
8578657;640211;252452
8501780;640129;104873
8578015;640109;246675
8501069;505651;139678
8509078;774154;174113
8591304;682693;244311
8501017;505631;134891
8580962;640084;129631
8580151;816387;186225
8503635;704100;228325
8580530;704099;255700
8519042;659749;251690
8577249;659270;223636
8572120;611406;248586
8576834;611395;176212
8572531;659264;272475
8506629;700149;276850
8506795;741131;236453
8519041;659119;252339
8591305;686655;250567
8502247;658767;254185
8582921;741118;188362
8531045;741113;226721
8573660;700075;259464
8587551;700074;268010
8506953;699993;273627
8503183;699974;237569
8590985;699971;260315
8595265;704092;243958
8580131;704091;148503
8580129;703981;149238
8503373;699958;254261
8576056;699952;232946
8590445;699948;234008
8573533;699943;252543
8573535;699939;254600
8580264;699922;262688
8505221;699921;149412
8503666;699920;232235
8576022;699916;237182
8587600;699904;169448
8507356;637000;161785
8573332;699891;280353
8591006;699871;262140
8591017;699841;260173
8575975;699838;232404
8573508;699765;249108
8591010;699763;263340
8581776;741781;254145
8506250;741742;228781
8577090;665292;227867
8582918;741740;188351
8509782;741727;217989
8590983;699761;263473
8573659;699698;259990
8579527;699669;149665
8578936;699650;111151
8515733;719599;112681
8590446;699641;233964
8530775;699637;149554
8573789;699615;220500
8580495;699599;258250
8578933;699550;111251
8505855;699549;111126
8580798;699539;263015
8505854;699539;110708
8578934;699525;111201
8590937;699523;260939
8580459;699522;260171
8580142;699509;149957
8515415;719253;80484
8582632;699442;220724
8583204;699436;227100
8590988;699422;263052
8578569;742459;221220
8574027;742433;229141
8506565;722371;272482
8589632;742387;252417
8588963;742377;254303
8595381;742366;220935
8590948;699403;261212
8576059;699375;232810
8579017;719480;99921
8591538;699373;110659
8590980;699369;264221
8590950;699357;263410
8591021;699345;263926
8591020;699324;263721
8594191;699320;110731
8505487;699306;121079
8503361;699126;232792
8590963;699121;262975
8580456;699043;260526
8573507;699039;249100
8580524;699036;220851
8571319;636058;160350
8591008;698983;262249
8503726;698953;222046
8576303;698945;270673
8573757;698934;219777
8578992;704852;114860
8576298;698889;267820
8589621;743424;252087
8593306;598763;202707
8595912;698874;261671
8590991;698867;261262
8590977;698860;262714
8557002;698830;219345
8583767;698823;249647
8590951;698818;260695
8515167;698772;249286
8582623;698666;220034
8577917;598501;224775
8573658;698654;260808
8503167;698650;236475
8582627;698649;220800
8530827;704851;114447
8590955;698645;262416
8576365;698635;115546
8590935;698629;261444
8575929;698554;252147
8573505;698530;246802
8503721;698529;219164
8573333;698524;281050
8582624;698519;219870
8582826;698496;281913
8590447;698494;233832
8573810;698491;226732
8576061;698476;232847
8582625;698469;219500
8503375;698468;257084
8589083;598435;166240
8571754;612423;196283
8503240;719091;198664
8505246;719147;112197
8509466;744078;216372
8577499;698428;208185
8582637;698416;220477
8575980;698407;243402
8590926;698406;261895
8576024;698406;236172
8503185;698151;235865
8576062;698149;232863
8591007;698111;261952
8580296;698091;274131
8583415;698039;266847
8573758;698029;217861
8581547;697984;244057
8576064;697798;233052
8530401;697752;204784
8573759;697751;216745
8577496;697729;206864
8573811;697687;226532
8582524;635472;243650
8572683;635471;241137
8575977;697654;244624
8591014;697635;260851
8576372;697584;114969
8575974;697571;233670
8591018;697562;261250
8581546;697555;244054
8576065;697541;233165
8588539;744697;219105
8506600;744624;250744
8573656;697521;261892
8588050;697517;245373
8588057;697515;245911
8573761;697505;215006
8503565;697471;246093
8530820;697462;206231
8530455;697462;114967
8576066;697454;233018
8570937;599169;118546
8581279;697436;227963
8573120;697435;192288
8591012;697400;260674
8577523;697395;228174
8583591;697372;266253
8590069;599125;202675
8575963;697322;236105
8579395;581024;115481
8571940;580507;232510
8575976;697305;244764
8590923;697288;262261
8576054;697287;233954
8578421;748799;244430
8573762;697266;214472
8581543;697260;244160
8580430;697251;261581
8573200;697249;274200
8503382;697243;251589
8530426;697227;180271
8589904;745178;252969
8589628;745167;253872
8581264;697224;228076
8509650;744533;217381
8506135;718905;281486
8503119;721728;224209
8506167;718931;258821
8590976;697220;260737
8577495;697206;207004
8594297;697201;265739
8576101;697160;232960
8577524;697159;227468
8531458;697159;195224
8575947;697143;255459
8573768;697143;222572
8588336;697135;227825
8582180;697135;265343
8575479;697134;115934
8580472;697093;261827
8575480;697089;116363
8573543;705139;246760
8571945;580488;235827
8505661;697063;192476
8583735;584732;194874
8577515;697057;228042
8575972;697051;234541
8575703;697089;151507
8590927;697047;259393
8580942;599125;249625
8594339;697045;251563
8503184;697037;236258
8590925;697006;260740
8589556;745642;254336
8580923;744358;157179
8577757;580324;162145
8575927;696903;251692
8509884;744235;157383
8530486;744232;229301
8574219;744210;261967
8589641;744128;253200
8509723;744124;188755
8574228;744113;255738
8530488;744089;226382
8574063;745554;248762
8587686;696981;233665
8587687;696979;233472
8590930;696962;262634
8588532;696949;240175
8503364;696946;241300
8575962;696946;236666
8588552;696915;261939
8573769;696910;223006
8575961;696910;239716
8501555;580352;134698
8583089;580338;227258
8503665;696900;232766
8503186;696892;233930
8580431;696885;213485
8594300;696876;261679
8577516;696875;227699
8576025;696829;236230
8594298;696821;261632
8530423;696793;194589
8590928;696793;259806
8505916;696752;180351
8578037;634744;244467
8577517;696752;227490
8589609;746000;254483
8589560;745997;254647
8583229;745995;181692
8580879;696716;244913
8573119;696671;192664
8587952;696664;244822
8588098;696659;249070
8575926;696653;251300
8573199;696649;274550
8573693;696643;263350
8582398;696636;263100
8573671;696628;262245
8531459;696603;195964
8571278;580316;133177
8581701;696595;263901
8588338;696592;228181
8503163;696556;237543
8574225;744070;254161
8505415;718588;113268
8515453;718527;198015
8588139;696555;233017
8577493;696537;207235
8588531;696524;236100
8573818;696523;225637
8588095;696519;248700
8593247;696510;263591
8576181;696510;261635
8573694;696464;263799
8589626;746426;256117
8595613;746422;254337
8574058;746400;246775
8577521;696463;228648
8581539;696450;244709
8580454;696438;263393
8503376;696430;254620
8575958;696409;243960
8588054;696389;246250
8506651;743419;256576
8576107;696388;228895
8573813;696379;226681
8573814;696374;226500
8573819;696367;225819
8577512;696354;228487
8588053;696304;246452
8590959;696292;262426
8588308;696277;228792
8580872;696259;245465
8587860;696257;245848
8588052;696255;246050
8581545;696244;245136
8573815;696140;226439
8591011;696129;260865
8595500;696126;208529
8576180;696111;261377
8503168;696110;242499
8503669;696109;229461
8503750;696099;210875
8594851;599470;147310
8503152;696096;246367
8531278;599851;131249
8575925;696092;251865
8506178;717625;259622
8530402;696090;210881
8577510;696066;228664
8573816;696055;226175
8587696;696039;227657
8581544;696035;244851
8595529;696033;290708
8581852;634135;127165
8573700;695951;269270
8506691;695921;264874
8573673;695890;262614
8530403;695756;209412
8580874;695749;245316
8505239;723475;118164
8576110;695727;228964
8573695;695704;265697
8590989;695702;260322
8590994;695698;261055
8505857;695694;125379
8503705;695674;266925
8530422;695674;193860
8590939;695667;262710
8577519;695618;227417
8576109;695589;229038
8505778;695584;180506
8595082;695570;254161
8590986;695569;261192
8580969;695567;279039
8590996;695564;260109
8587856;695538;220899
8576179;695507;260815
8580877;695502;245139
8503254;695479;244511
8576113;695124;229020
8503785;695114;244637
8590924;695015;259691
8575943;695005;255528
8505914;695002;117463
8581541;695000;245147
8573139;694982;200256
8576114;694978;229133
8579838;694964;279994
8576029;694960;234331
8590974;694957;259879
8530421;694782;192538
8505658;694764;192490
8583421;694749;279765
8503150;694722;249508
8573086;694719;180563
8590957;694684;260046
8530853;694670;192623
8587855;694663;219434
8590993;694663;261716
8530854;694620;193438
8588403;633538;198837
8503633;694618;244369
8501886;580271;93550
8590938;694526;261907
8590870;694516;230829
8575946;694514;254482
8576117;694503;228836
8575483;694493;117596
8576126;694485;227529
8594644;694471;235903
8505659;694429;192520
8588429;694415;236387
8581418;694396;279419
8595706;694393;254392
8576140;694385;249500
8508779;611009;196392
8588312;694330;254321
8588044;694299;236460
8506170;717054;260138
8515409;717182;94192
8580970;694298;279184
8588045;694274;235820
8576129;694258;249487
8591013;694230;262848
8572691;633172;239182
8572293;633149;257575
8590918;694163;263122
8590636;694156;246712
8590863;694155;230992
8588653;694149;181650
8503363;694140;235566
8576414;586435;219630
8575919;694138;253777
8573494;694131;290010
8575918;694126;253452
8505667;694125;180578
8503490;679518;284057
8588049;694103;236255
8588236;694101;218433
8577488;694094;207599
8575484;694095;117435
8577489;694092;206849
8505784;694089;144323
8576124;694075;227534
8575656;694061;143152
8579922;694057;137185
8588654;694049;180850
8589505;723641;78336
8588759;613588;261232
8500077;613582;260427
8595510;694000;231177
8576120;693999;227815
8576130;693996;249895
8516929;693996;181750
8575869;693975;136876
8503350;693966;251575
8590721;693955;247243
8590942;693951;263090
8505664;693949;183125
8590969;693948;262439
8589022;599946;202713
8570805;599912;131250
8505768;729801;137113
8579054;559901;120000
8505598;693935;112414
8588033;693929;237953
8505090;693925;205215
8530425;693911;191095
8573675;693910;263297
8588048;693899;236060
8575909;693896;254504
8577453;693892;205217
8576123;693888;227312
8576131;693885;250073
8590640;693867;246748
8581417;693840;230467
8588237;693796;207642
8575941;693794;255997
8530840;693792;203233
8581678;739058;274203
8573491;693782;281723
8579826;750439;245711
8589893;750408;213507
8574323;750385;227296
8577389;693757;183819
8573701;693749;268900
8507794;600191;174122
8571648;600175;186551
8576122;693736;227554
8591015;693727;263450
8571080;632537;128746
8570402;559895;182875
8505391;716888;95895
8516168;716768;100685
8590638;693626;246792
8503663;693624;234927
8590858;693624;230815
8503798;693624;231675
8576128;693608;248468
8590995;693591;262680
8590921;693588;262505
8595499;693584;207821
8557107;600490;215508
8507726;600435;180871
8574113;600424;113420
8588498;739036;252773
8575870;693571;138919
8500284;611065;231610
8519536;611081;266657
8505092;693570;207797
8577388;693566;184052
8575654;693564;142125
8590876;693563;230599
8587292;603653;203092
8590346;738852;249817
8589128;693529;249352
8573680;693524;266475
8575937;693519;254135
8577387;693516;184852
8505091;693510;203724
8582881;751009;240770
8574034;751007;229779
8530790;715800;95020
8580567;600991;197508
8590975;693506;262854
8576086;693502;235797
8573578;693490;231069
8531417;580248;99932
8504373;580180;216827
8575939;693447;255116
8590869;693386;231657
8530648;693385;246701
8505890;693368;192317
8577487;693354;207922
8590851;693339;249472
8502760;693335;225775
8590352;737498;250311
8505219;715615;99788
8506102;715539;271313
8590852;693309;248227
8590954;693297;263738
8573576;693259;231707
8575485;693241;117161
8530393;693236;204185
8590874;693199;230994
8530499;751526;210567
8574317;751519;227398
8574618;751485;211066
8591170;680621;247344
8571458;587692;201309
8591776;751449;227932
8509964;751442;210845
8573196;693199;272200
8508714;605029;220104
8590414;638978;245007
8575867;693200;135226
8516933;715255;103758
8505393;715119;94613
8588112;693152;208173
8590861;693079;231739
8590713;693061;244024
8573117;693046;192263
8587768;693044;208350
8503378;693043;254020
8588508;693015;225662
8572276;631668;262042
8500596;631662;239955
8582607;692997;278638
8503377;692991;255250
8588016;692959;236440
8575652;692955;140218
8590710;692945;255175
8500556;652243;268001
8515413;714902;111394
8588019;692933;237425
8590866;692920;231873
8575866;692902;134938
8573570;692867;229907
8576139;692855;248996
8573435;692847;277343
8503953;692839;292072
8587166;734536;268385
8576407;592629;226430
8595634;692834;208511
8594730;692828;207938
8590862;692825;232071
8509781;752017;227653
8574911;752016;174241
8570469;752004;176807
8530506;751990;205117
8515715;714394;136775
8592417;692792;208757
8530424;692790;191191
8575486;692786;117064
8577486;692777;208594
8573569;692771;229214
8530837;692770;282357
8592408;692745;208863
8588279;692743;254127
8577451;692732;207112
8592412;692732;208445
8577395;692722;192195
8570248;530725;175711
8592410;692705;207687
8571083;631382;128728
8592415;692704;209027
8577450;692700;207621
8573676;692699;264275
8505893;692699;191100
8577449;692692;207955
8577448;692688;208269
8588013;692687;236108
8590859;692687;231700
8588020;692679;236960
8579182;692671;225702
8590872;692670;232461
8580497;752399;226800
8580886;752311;163465
8509752;752304;163138
8583830;692667;270229
8588017;692650;237197
8501159;506165;160125
8505395;713291;94875
8531024;692648;203587
8590871;692646;232241
8576084;692643;235520
8592420;692627;209200
8506896;692624;264775
8530693;692615;181477
8588238;692578;208408
8573136;692563;200272
8588034;692552;236540
8577378;692550;191548
8580558;732012;252831
8502954;692549;228690
8573681;692504;267548
8590873;692497;232178
8588025;692489;236620
8573574;692479;231892
8573495;692469;292790
8577452;692449;206246
8508179;631408;216226
8574451;752757;256505
8574624;752746;210744
8595373;752587;227736
8574461;752585;254614
8509662;752584;164583
8576651;580130;210808
8505750;714243;91722
8505403;712750;114544
8503135;712851;245852
8506174;712544;264375
8505392;712515;93469
8504538;580621;192782
8574817;752573;168270
8595372;752571;227462
8574593;752540;175504
8575868;692450;135029
8590875;692437;231814
8571086;631100;129087
8589545;731868;201856
8589875;600804;226757
8530200;631099;116212
8503964;692419;290135
8590785;692412;241928
8587740;692403;209344
8592409;692396;208603
8590501;692390;232876
8588569;692388;191990
8588021;692378;235802
8573116;692352;192281
8575487;692330;117229
8592419;692308;208673
8592413;692278;208864
8592414;692254;208869
8577379;692249;191050
8587794;580099;183107
8587103;580030;184430
8589151;580027;184269
8580179;753078;173817
8574906;753062;174528
8576976;601075;207575
8574266;753046;260355
8577431;692207;208220
8573135;692198;200367
8505095;692192;208507
8577471;692176;208611
8503864;692164;228349
8592416;692137;209226
8590718;692130;235935
8507788;601057;175792
8596004;601010;207810
8505412;711714;114813
8503137;711661;241365
8501030;507483;137716
8506173;711718;265110
8578900;692125;127776
8588015;692124;235768
8577380;692122;190299
8577377;692088;192508
8577383;692088;190003
8530196;630727;118174
8572361;630722;237621
8578423;748983;243857
8587426;692050;179050
8590488;692047;242471
8591811;753597;260943
8580997;753534;254882
8574268;753519;260619
8574039;753511;226157
8571942;580001;234417
8500875;579997;242052
8578057;753509;176410
8581561;753498;189227
8506753;753410;256626
8596123;753409;260273
8509754;753403;158302
8574267;753328;260595
8574724;753325;159415
8576083;692032;235595
8592403;692027;207847
8575865;692003;134403
8530412;692002;213648
8577384;692000;187964
8592493;691989;286320
8573580;691980;226625
8573739;691974;282475
8503795;691965;232198
8588027;691892;236254
8530420;691888;195201
8503139;707005;236238
8516197;733304;232016
8592402;691883;206769
8573678;691799;263900
8503113;706313;231255
8504018;551922;162322
8501176;542340;169509
8592555;691792;283047
8582725;579983;115565
8530505;754116;206264
8591456;754115;225643
8574337;754081;218666
8506989;691099;269775
8574040;754049;225843
8582716;754025;175435
8504017;552226;157885
8509417;734809;219545
8574578;754023;175293
8574455;753993;255049
8591454;753990;226156
8595472;630334;257060
8590500;691791;232993
8571433;601348;176793
8590608;691782;246140
8573482;691779;288155
8592398;691777;207087
8595427;691774;286965
8573568;691765;228073
8595231;691716;205947
8503970;691709;288400
8587333;681539;270080
8576977;601340;207187
8571404;601308;185648
8530647;691705;246811
8590491;691703;233474
8588121;691697;208955
8592394;691669;206182
8592400;691661;207321
8577376;691658;193111
8505483;691656;128016
8592562;691648;286949
8503120;705709;232056
8504234;552332;201973
8577429;691647;207857
8581448;579953;115446
8503967;691639;282650
8577473;691638;209645
8577381;691624;190425
8592494;691620;286310
8577474;691619;210027
8530130;601309;107722
8573134;691614;200505
8503671;691606;234001
8579428;601301;122200
8580682;754456;260701
8518304;705320;150534
8504208;554059;201108
8504314;553494;216587
8518325;705642;150108
8530507;754455;218328
8591460;754452;224933
8574283;754427;260022
8582233;630029;268876
8530197;630025;118376
8581527;691599;267675
8590492;691574;233403
8503950;691539;293385
8573571;691535;231316
8587603;703214;170876
8588014;691527;236275
8592549;691508;286788
8573487;691499;292185
8575863;691475;134218
8592399;691463;207451
8517280;691461;285683
8573579;691460;227294
8503866;691423;232478
8592571;691421;282980
8592564;691421;285789
8575864;691420;134433
8589141;579916;183918
8500070;601541;258914
8505041;665226;211531
8505470;705210;114380
8506214;736380;263181
8518324;705073;150992
8571946;579910;236642
8592559;691409;285500
8577599;691389;218450
8503758;691386;227754
8579931;691379;288060
8509658;754757;217584
8509659;754748;216392
8517102;754744;226178
8574334;754744;216785
8592541;691357;286163
8530517;725731;203202
8587501;705197;113215
8592584;691357;286592
8594548;786919;194410
8577375;691356;193244
8596114;691353;227602
8575488;691350;117401
8588652;691347;192088
8596115;691346;227597
8590490;691326;232882
8595707;691321;255752
8502866;691319;222160
8573738;691315;282837
8588023;691309;236413
8596078;691302;263715
8577600;691299;217955
8577507;691253;205047
8573450;691246;282313
8577598;691239;219080
8530633;691236;219049
8592404;691207;207469
8588567;691207;192541
8577393;691199;191275
8503256;725237;206670
8501200;554278;145915
8505408;703425;108159
8506035;703452;261944
8530635;691193;217675
8577374;691183;193433
8592551;691182;286349
8592513;691166;284557
8573478;691159;285890
8507617;601657;143001
8501384;560235;143210
8505177;703113;171010
8501033;515331;146309
8504121;554386;173125
8590574;691129;250043
8590609;691128;247108
8590903;691126;251494
8588577;651719;248895
8574609;745096;182738
8590901;691113;251769
8572786;755579;190170
8504132;554564;188324
8509453;755527;205708
8592421;691102;208697
8573737;691102;283112
8573584;691101;230029
8577423;691095;208901
8592518;691073;283460
8590607;691056;247953
